#----------------------------------------------------------------------------------------------------------------------------
#                                                    Scaled Flux Density (erg/s/cm^2/A)
#                      ======================================================================================================
# Wavelength (A)        30 Myr       300 Myr      500 Myr      700 Myr      1 Gyr       1.25 Gyr     2.25 Gyr      13 Gyr
#----------------------------------------------------------------------------------------------------------------------------
  4380.4501953125     2.92516E+00  2.77949E+00  2.42251E+00  2.04562E+00  1.66154E+00  1.38205E+00  1.03945E+00  7.10380E-01
  4381.4599609375     2.89055E+00  2.72990E+00  2.36994E+00  1.98892E+00  1.60988E+00  1.33020E+00  9.84920E-01  6.48230E-01
  4382.4702148438     2.79269E+00  2.60414E+00  2.22549E+00  1.83892E+00  1.46454E+00  1.18757E+00  8.48605E-01  5.22003E-01
  4383.4799804688     2.66496E+00  2.46097E+00  2.05808E+00  1.66698E+00  1.29360E+00  1.02055E+00  6.97931E-01  3.93771E-01
  4384.4902343750     2.59998E+00  2.43103E+00  2.02373E+00  1.63251E+00  1.25930E+00  9.91508E-01  6.85046E-01  3.94138E-01
  4385.5000000000     2.62520E+00  2.53030E+00  2.13980E+00  1.75293E+00  1.38153E+00  1.11951E+00  8.17836E-01  5.25517E-01
  4386.5097656250     2.65305E+00  2.65171E+00  2.28238E+00  1.89705E+00  1.52420E+00  1.26203E+00  9.53430E-01  6.55652E-01
  4387.5200195312     2.62112E+00  2.70291E+00  2.34252E+00  1.95204E+00  1.56866E+00  1.29944E+00  9.80749E-01  6.82212E-01
  4388.5297851562     2.62934E+00  2.70799E+00  2.35117E+00  1.96044E+00  1.56688E+00  1.29085E+00  9.64653E-01  6.65210E-01
  4389.5400390625     2.69285E+00  2.68647E+00  2.33550E+00  1.94920E+00  1.55865E+00  1.27818E+00  9.49615E-01  6.49758E-01
  4390.5498046875     2.75489E+00  2.66750E+00  2.31971E+00  1.93404E+00  1.55372E+00  1.27141E+00  9.45442E-01  6.49636E-01
  4391.5600585938     2.81627E+00  2.69265E+00  2.34516E+00  1.95842E+00  1.57727E+00  1.29664E+00  9.71217E-01  6.75668E-01
  4392.5698242188     2.85834E+00  2.72514E+00  2.37698E+00  1.99531E+00  1.60560E+00  1.33134E+00  1.00535E+00  7.05468E-01
  4393.5898437500     2.82591E+00  2.69542E+00  2.33787E+00  1.96481E+00  1.57459E+00  1.31141E+00  9.96604E-01  7.04546E-01
  4394.6000976562     2.75167E+00  2.63759E+00  2.26090E+00  1.89007E+00  1.50566E+00  1.25212E+00  9.57403E-01  6.83407E-01
  4395.6098632812     2.77041E+00  2.66793E+00  2.29033E+00  1.91655E+00  1.52799E+00  1.27534E+00  9.82199E-01  7.07794E-01
  4396.6201171875     2.86357E+00  2.76035E+00  2.40084E+00  2.02490E+00  1.63332E+00  1.37705E+00  1.06990E+00  7.80400E-01
  4397.6298828125     2.90407E+00  2.80034E+00  2.45108E+00  2.07349E+00  1.68636E+00  1.42861E+00  1.11530E+00  8.21498E-01
  4398.6499023438     2.85971E+00  2.76242E+00  2.40209E+00  2.02073E+00  1.63737E+00  1.38357E+00  1.07984E+00  7.95778E-01
  4399.6601562500     2.79588E+00  2.70141E+00  2.31763E+00  1.92734E+00  1.54105E+00  1.29207E+00  1.00207E+00  7.31344E-01
  4400.6699218750     2.79110E+00  2.68440E+00  2.29100E+00  1.89167E+00  1.49615E+00  1.24571E+00  9.56444E-01  6.88926E-01
  4401.6899414062     2.85704E+00  2.73134E+00  2.35737E+00  1.96125E+00  1.56257E+00  1.30712E+00  1.00155E+00  7.16426E-01
  4402.7001953125     2.89971E+00  2.75615E+00  2.40660E+00  2.02152E+00  1.62905E+00  1.36651E+00  1.03980E+00  7.27733E-01
  4403.7099609375     2.85024E+00  2.68175E+00  2.32924E+00  1.94588E+00  1.55168E+00  1.27712E+00  9.38269E-01  6.10984E-01
  4404.7299804688     2.80338E+00  2.62038E+00  2.26336E+00  1.87650E+00  1.47274E+00  1.18808E+00  8.43558E-01  5.08680E-01
  4405.7402343750     2.81741E+00  2.65147E+00  2.30836E+00  1.92121E+00  1.51533E+00  1.22849E+00  8.78950E-01  5.40472E-01
  4406.7597656250     2.83462E+00  2.69820E+00  2.36424E+00  1.97449E+00  1.57340E+00  1.28948E+00  9.42913E-01  6.16088E-01
  4407.7700195312     2.81460E+00  2.69583E+00  2.35634E+00  1.95895E+00  1.55885E+00  1.27683E+00  9.43163E-01  6.40040E-01
  4408.7900390625     2.80230E+00  2.69393E+00  2.35536E+00  1.95575E+00  1.55576E+00  1.27693E+00  9.55089E-01  6.70344E-01
  4409.7998046875     2.82193E+00  2.73159E+00  2.40143E+00  2.01074E+00  1.61742E+00  1.34658E+00  1.02898E+00  7.50019E-01
  4410.8198242188     2.84738E+00  2.77929E+00  2.44869E+00  2.06990E+00  1.68408E+00  1.42022E+00  1.10186E+00  8.19360E-01
  4411.8300781250     2.87367E+00  2.80612E+00  2.47505E+00  2.10331E+00  1.72050E+00  1.45805E+00  1.13474E+00  8.44529E-01
  4412.8500976562     2.87900E+00  2.79320E+00  2.46467E+00  2.09494E+00  1.71856E+00  1.45796E+00  1.13046E+00  8.32630E-01
  4413.8701171875     2.82148E+00  2.72163E+00  2.37916E+00  2.00249E+00  1.62898E+00  1.37292E+00  1.04980E+00  7.50038E-01
  4414.8798828125     2.73427E+00  2.63524E+00  2.26834E+00  1.88252E+00  1.50214E+00  1.25341E+00  9.42486E-01  6.45171E-01
  4415.8999023438     2.68021E+00  2.60271E+00  2.22599E+00  1.84354E+00  1.46236E+00  1.22302E+00  9.25976E-01  6.35224E-01
  4416.9199218750     2.67259E+00  2.62027E+00  2.24544E+00  1.87377E+00  1.50313E+00  1.26991E+00  9.85104E-01  7.08258E-01
  4417.9301757812     2.71567E+00  2.66744E+00  2.30100E+00  1.93264E+00  1.56753E+00  1.33046E+00  1.04731E+00  7.81493E-01
  4418.9501953125     2.80002E+00  2.74778E+00  2.40646E+00  2.03656E+00  1.66853E+00  1.41729E+00  1.11510E+00  8.42118E-01
  4419.9702148438     2.84200E+00  2.78980E+00  2.46896E+00  2.09854E+00  1.72762E+00  1.46537E+00  1.14316E+00  8.59609E-01
  4420.9902343750     2.82860E+00  2.76169E+00  2.44010E+00  2.06521E+00  1.69685E+00  1.43033E+00  1.10388E+00  8.17490E-01
  4422.0000000000     2.79827E+00  2.70568E+00  2.37003E+00  1.98663E+00  1.62338E+00  1.35400E+00  1.03332E+00  7.47774E-01
  4423.0200195312     2.79667E+00  2.69102E+00  2.34745E+00  1.95908E+00  1.59572E+00  1.32476E+00  1.00612E+00  7.20105E-01
  4424.0400390625     2.82096E+00  2.72551E+00  2.38375E+00  1.99735E+00  1.62512E+00  1.35724E+00  1.03471E+00  7.43663E-01
  4425.0600585938     2.82977E+00  2.75605E+00  2.41347E+00  2.03068E+00  1.64619E+00  1.38268E+00  1.05685E+00  7.56949E-01
  4426.0800781250     2.81448E+00  2.75672E+00  2.40696E+00  2.02669E+00  1.64016E+00  1.37889E+00  1.05381E+00  7.47411E-01
  4427.1000976562     2.79390E+00  2.74479E+00  2.39569E+00  2.01896E+00  1.64201E+00  1.38118E+00  1.05949E+00  7.56946E-01
  4428.1201171875     2.79283E+00  2.74129E+00  2.40630E+00  2.03207E+00  1.66391E+00  1.40212E+00  1.08051E+00  7.86520E-01
  4429.1401367188     2.79151E+00  2.72436E+00  2.39921E+00  2.02105E+00  1.65678E+00  1.39101E+00  1.06944E+00  7.83759E-01
  4430.1601562500     2.77052E+00  2.69744E+00  2.37020E+00  1.98414E+00  1.61463E+00  1.34378E+00  1.02482E+00  7.46119E-01
  4431.1801757812     2.76641E+00  2.70236E+00  2.37161E+00  1.98653E+00  1.61055E+00  1.34179E+00  1.02620E+00  7.52500E-01
  4432.2001953125     2.77666E+00  2.71490E+00  2.38124E+00  2.00116E+00  1.63140E+00  1.37061E+00  1.05806E+00  7.86398E-01
  4433.2202148438     2.75900E+00  2.68469E+00  2.34172E+00  1.95704E+00  1.60036E+00  1.34440E+00  1.03486E+00  7.61009E-01
  4434.2402343750     2.72106E+00  2.62865E+00  2.27020E+00  1.87052E+00  1.51896E+00  1.26338E+00  9.55966E-01  6.75714E-01
  4435.2597656250     2.71660E+00  2.61985E+00  2.25490E+00  1.85022E+00  1.49022E+00  1.23085E+00  9.21776E-01  6.35623E-01
  4436.2797851562     2.74494E+00  2.67366E+00  2.32316E+00  1.93232E+00  1.56050E+00  1.29478E+00  9.77873E-01  6.86804E-01
  4437.2998046875     2.78339E+00  2.74751E+00  2.41950E+00  2.05042E+00  1.67086E+00  1.40163E+00  1.07585E+00  7.83071E-01
  4438.3198242188     2.82267E+00  2.79560E+00  2.48168E+00  2.12812E+00  1.74383E+00  1.47615E+00  1.14733E+00  8.56863E-01
  4439.3500976562     2.84877E+00  2.80344E+00  2.49000E+00  2.13959E+00  1.75341E+00  1.48958E+00  1.16308E+00  8.76665E-01
  4440.3701171875     2.83046E+00  2.76417E+00  2.43891E+00  2.07952E+00  1.69486E+00  1.43346E+00  1.11273E+00  8.30208E-01
  4441.3901367188     2.76305E+00  2.68292E+00  2.33932E+00  1.96614E+00  1.58594E+00  1.33045E+00  1.02237E+00  7.48088E-01
  4442.4101562500     2.68265E+00  2.59411E+00  2.23557E+00  1.85621E+00  1.48646E+00  1.24323E+00  9.56764E-01  6.98425E-01
  4443.4399414062     2.65150E+00  2.56565E+00  2.20657E+00  1.83292E+00  1.47254E+00  1.23775E+00  9.65997E-01  7.20196E-01
  4444.4599609375     2.70330E+00  2.62600E+00  2.28394E+00  1.91985E+00  1.55907E+00  1.32326E+00  1.04429E+00  7.96097E-01
  4445.4799804688     2.78378E+00  2.71116E+00  2.39067E+00  2.03224E+00  1.66693E+00  1.42413E+00  1.12445E+00  8.63835E-01
  4446.5097656250     2.81236E+00  2.73746E+00  2.42675E+00  2.06784E+00  1.69709E+00  1.44725E+00  1.13569E+00  8.65844E-01
  4447.5297851562     2.80857E+00  2.72712E+00  2.41766E+00  2.05773E+00  1.68220E+00  1.42933E+00  1.11793E+00  8.42691E-01
  4448.5600585938     2.80808E+00  2.72354E+00  2.41608E+00  2.05811E+00  1.68829E+00  1.43720E+00  1.12759E+00  8.52757E-01
  4449.5800781250     2.77496E+00  2.69536E+00  2.38315E+00  2.02740E+00  1.66703E+00  1.41832E+00  1.11320E+00  8.49307E-01
  4450.6098632812     2.74750E+00  2.67475E+00  2.35508E+00  1.99999E+00  1.63804E+00  1.38966E+00  1.08907E+00  8.30741E-01
  4451.6298828125     2.76712E+00  2.69742E+00  2.37705E+00  2.02161E+00  1.65287E+00  1.40246E+00  1.09659E+00  8.30104E-01
  4452.6601562500     2.78655E+00  2.71123E+00  2.38667E+00  2.02681E+00  1.65366E+00  1.40204E+00  1.08784E+00  8.10069E-01
  4453.6801757812     2.76046E+00  2.67152E+00  2.32562E+00  1.95132E+00  1.58021E+00  1.33350E+00  1.02364E+00  7.42534E-01
  4454.7099609375     2.71275E+00  2.61229E+00  2.24189E+00  1.84875E+00  1.47937E+00  1.23808E+00  9.41410E-01  6.64098E-01
  4455.7299804688     2.69953E+00  2.60031E+00  2.22807E+00  1.82895E+00  1.45650E+00  1.21333E+00  9.19590E-01  6.44944E-01
  4456.7597656250     2.72837E+00  2.63374E+00  2.27861E+00  1.88834E+00  1.51455E+00  1.26375E+00  9.60861E-01  6.86091E-01
  4457.7797851562     2.74075E+00  2.64297E+00  2.29249E+00  1.90791E+00  1.53565E+00  1.27973E+00  9.72354E-01  6.98986E-01
  4458.8100585938     2.73226E+00  2.63255E+00  2.27989E+00  1.89656E+00  1.52406E+00  1.26617E+00  9.58792E-01  6.84856E-01
  4459.8398437500     2.71944E+00  2.62152E+00  2.27343E+00  1.89201E+00  1.52041E+00  1.26051E+00  9.52412E-01  6.75630E-01
  4460.8701171875     2.69576E+00  2.60298E+00  2.25820E+00  1.87464E+00  1.50282E+00  1.24071E+00  9.33768E-01  6.59670E-01
  4461.8901367188     2.68191E+00  2.60168E+00  2.25512E+00  1.87044E+00  1.49391E+00  1.23054E+00  9.26294E-01  6.57405E-01
  4462.9199218750     2.70412E+00  2.64402E+00  2.30237E+00  1.92686E+00  1.55309E+00  1.29543E+00  9.91309E-01  7.25194E-01
  4463.9501953125     2.72116E+00  2.67289E+00  2.34138E+00  1.97607E+00  1.61579E+00  1.36694E+00  1.06388E+00  8.02845E-01
  4464.9799804688     2.71452E+00  2.65877E+00  2.33051E+00  1.96655E+00  1.61362E+00  1.36529E+00  1.06231E+00  8.01747E-01
  4466.0000000000     2.70183E+00  2.64321E+00  2.31336E+00  1.95001E+00  1.60146E+00  1.35506E+00  1.05217E+00  7.87433E-01
  4467.0297851562     2.66209E+00  2.62223E+00  2.28792E+00  1.92990E+00  1.58603E+00  1.34736E+00  1.05305E+00  7.92032E-01
  4468.0600585938     2.58841E+00  2.59160E+00  2.24809E+00  1.89460E+00  1.55053E+00  1.31951E+00  1.03857E+00  7.90110E-01
  4469.0898437500     2.50900E+00  2.57816E+00  2.22858E+00  1.87156E+00  1.51826E+00  1.28540E+00  1.00951E+00  7.66738E-01
  4470.1201171875     2.43707E+00  2.59846E+00  2.25947E+00  1.89980E+00  1.53994E+00  1.29782E+00  1.01346E+00  7.64440E-01
  4471.1499023438     2.37719E+00  2.63013E+00  2.31512E+00  1.96321E+00  1.60821E+00  1.35917E+00  1.06129E+00  8.04278E-01
  4472.1801757812     2.43583E+00  2.65774E+00  2.35880E+00  2.01443E+00  1.66510E+00  1.41558E+00  1.10967E+00  8.48102E-01
  4473.2099609375     2.58748E+00  2.69275E+00  2.39966E+00  2.05863E+00  1.70825E+00  1.45932E+00  1.14862E+00  8.79489E-01
  4474.2402343750     2.70437E+00  2.71537E+00  2.42012E+00  2.08107E+00  1.72607E+00  1.47678E+00  1.16181E+00  8.82407E-01
  4475.2700195312     2.74710E+00  2.71726E+00  2.41153E+00  2.07129E+00  1.71297E+00  1.46622E+00  1.15274E+00  8.69281E-01
  4476.2998046875     2.76899E+00  2.73015E+00  2.41769E+00  2.07776E+00  1.71636E+00  1.47542E+00  1.16799E+00  8.87785E-01
  4477.3300781250     2.79161E+00  2.75444E+00  2.44928E+00  2.11340E+00  1.75087E+00  1.51336E+00  1.20796E+00  9.33339E-01
  4478.3598632812     2.76913E+00  2.72103E+00  2.42280E+00  2.08920E+00  1.73452E+00  1.49614E+00  1.19231E+00  9.28109E-01
  4479.3901367188     2.65289E+00  2.58544E+00  2.28488E+00  1.96077E+00  1.62760E+00  1.39345E+00  1.10123E+00  8.50938E-01
  4480.4199218750     2.48357E+00  2.41467E+00  2.10666E+00  1.79977E+00  1.49428E+00  1.27268E+00  1.00328E+00  7.67610E-01
  4481.4599609375     2.42741E+00  2.36885E+00  2.04588E+00  1.73819E+00  1.43496E+00  1.21999E+00  9.63113E-01  7.30681E-01
  4482.4902343750     2.55322E+00  2.48887E+00  2.15894E+00  1.82888E+00  1.49970E+00  1.27612E+00  1.00616E+00  7.58575E-01
  4483.5200195312     2.70884E+00  2.63907E+00  2.31830E+00  1.97143E+00  1.62141E+00  1.38651E+00  1.09747E+00  8.34792E-01
  4484.5498046875     2.78283E+00  2.72205E+00  2.41157E+00  2.06563E+00  1.70957E+00  1.46909E+00  1.17065E+00  9.04032E-01
  4485.5800781250     2.80002E+00  2.74624E+00  2.44286E+00  2.10447E+00  1.74913E+00  1.50782E+00  1.20644E+00  9.39094E-01
  4486.6201171875     2.78035E+00  2.72070E+00  2.42097E+00  2.08564E+00  1.73806E+00  1.49812E+00  1.19730E+00  9.31101E-01
  4487.6499023438     2.71901E+00  2.65284E+00  2.34511E+00  2.00792E+00  1.67242E+00  1.43325E+00  1.13877E+00  8.80057E-01
  4488.6801757812     2.65015E+00  2.58655E+00  2.26278E+00  1.91857E+00  1.58596E+00  1.34604E+00  1.06028E+00  8.11041E-01
  4489.7202148438     2.62778E+00  2.57071E+00  2.23833E+00  1.88914E+00  1.54559E+00  1.30441E+00  1.02149E+00  7.75647E-01
  4490.7500000000     2.65142E+00  2.60234E+00  2.27473E+00  1.92987E+00  1.57649E+00  1.33643E+00  1.05190E+00  8.02976E-01
  4491.7900390625     2.69612E+00  2.65253E+00  2.33812E+00  2.00196E+00  1.64560E+00  1.40633E+00  1.11761E+00  8.61076E-01
  4492.8198242188     2.72387E+00  2.67246E+00  2.36720E+00  2.02895E+00  1.67160E+00  1.42705E+00  1.13313E+00  8.69175E-01
  4493.8598632812     2.70924E+00  2.64168E+00  2.33273E+00  1.98322E+00  1.62477E+00  1.37161E+00  1.07441E+00  8.05951E-01
  4494.8901367188     2.69392E+00  2.61861E+00  2.30620E+00  1.94967E+00  1.58716E+00  1.32700E+00  1.02495E+00  7.51713E-01
  4495.9301757812     2.70150E+00  2.63284E+00  2.32500E+00  1.97034E+00  1.60472E+00  1.34212E+00  1.03395E+00  7.60994E-01
  4496.9599609375     2.72325E+00  2.66626E+00  2.36390E+00  2.01616E+00  1.65368E+00  1.39260E+00  1.08214E+00  8.12754E-01
  4498.0000000000     2.75232E+00  2.69848E+00  2.40320E+00  2.06210E+00  1.70643E+00  1.44986E+00  1.14108E+00  8.72400E-01
  4499.0297851562     2.75530E+00  2.69518E+00  2.40839E+00  2.07261E+00  1.72675E+00  1.47798E+00  1.17428E+00  9.07712E-01
  4500.0698242188     2.70917E+00  2.64513E+00  2.35401E+00  2.02191E+00  1.68659E+00  1.44610E+00  1.15475E+00  8.97129E-01
  4501.1000976562     2.67062E+00  2.60695E+00  2.30460E+00  1.97421E+00  1.63693E+00  1.39796E+00  1.11464E+00  8.63316E-01
  4502.1401367188     2.70554E+00  2.64516E+00  2.34732E+00  2.01902E+00  1.66855E+00  1.42623E+00  1.13627E+00  8.78804E-01
  4503.1801757812     2.78474E+00  2.72738E+00  2.44316E+00  2.12081E+00  1.76203E+00  1.51945E+00  1.21760E+00  9.49645E-01
  4504.2099609375     2.82661E+00  2.77357E+00  2.49314E+00  2.17643E+00  1.81781E+00  1.57566E+00  1.26618E+00  9.94092E-01
  4505.2500000000     2.81642E+00  2.76539E+00  2.48279E+00  2.16638E+00  1.81588E+00  1.57207E+00  1.25740E+00  9.85863E-01
  4506.2900390625     2.76096E+00  2.71573E+00  2.43390E+00  2.11576E+00  1.77908E+00  1.53461E+00  1.22150E+00  9.53528E-01
  4507.3300781250     2.69450E+00  2.66398E+00  2.37535E+00  2.05909E+00  1.73094E+00  1.49137E+00  1.19077E+00  9.30882E-01
  4508.3701171875     2.67382E+00  2.65247E+00  2.35499E+00  2.03998E+00  1.70931E+00  1.47456E+00  1.18346E+00  9.29664E-01
  4509.3999023438     2.71592E+00  2.68680E+00  2.39479E+00  2.07810E+00  1.73886E+00  1.50127E+00  1.20386E+00  9.46590E-01
  4510.4399414062     2.76159E+00  2.72047E+00  2.43977E+00  2.12227E+00  1.77786E+00  1.53401E+00  1.22555E+00  9.60627E-01
  4511.4799804688     2.76650E+00  2.71970E+00  2.44366E+00  2.12361E+00  1.77520E+00  1.52576E+00  1.21201E+00  9.41386E-01
  4512.5200195312     2.73928E+00  2.68725E+00  2.41430E+00  2.08754E+00  1.73398E+00  1.47909E+00  1.16555E+00  8.93620E-01
  4513.5600585938     2.70122E+00  2.63334E+00  2.36139E+00  2.03214E+00  1.68705E+00  1.43310E+00  1.12780E+00  8.62585E-01
  4514.6000976562     2.66025E+00  2.58608E+00  2.30905E+00  1.98320E+00  1.65343E+00  1.40767E+00  1.11599E+00  8.61161E-01
  4515.6401367188     2.65734E+00  2.59337E+00  2.30982E+00  1.98642E+00  1.65718E+00  1.41685E+00  1.13137E+00  8.81128E-01
  4516.6801757812     2.68767E+00  2.63321E+00  2.34706E+00  2.02111E+00  1.67427E+00  1.43101E+00  1.13844E+00  8.85013E-01
  4517.7202148438     2.69130E+00  2.64559E+00  2.35717E+00  2.03074E+00  1.67042E+00  1.42160E+00  1.12078E+00  8.63617E-01
  4518.7597656250     2.67015E+00  2.63426E+00  2.34267E+00  2.02294E+00  1.67195E+00  1.42753E+00  1.13012E+00  8.74736E-01
  4519.7998046875     2.65857E+00  2.63055E+00  2.33247E+00  2.02049E+00  1.69011E+00  1.46007E+00  1.17361E+00  9.25065E-01
  4520.8398437500     2.65916E+00  2.62817E+00  2.32630E+00  2.01762E+00  1.70028E+00  1.47807E+00  1.19734E+00  9.52007E-01
  4521.8798828125     2.63173E+00  2.59810E+00  2.29266E+00  1.98209E+00  1.67321E+00  1.45052E+00  1.17083E+00  9.29232E-01
  4522.9199218750     2.60438E+00  2.57312E+00  2.26537E+00  1.94786E+00  1.63472E+00  1.40621E+00  1.12449E+00  8.84732E-01
  4523.9599609375     2.62584E+00  2.58886E+00  2.28176E+00  1.95411E+00  1.62966E+00  1.39705E+00  1.11222E+00  8.67733E-01
  4525.0097656250     2.64972E+00  2.59671E+00  2.28656E+00  1.94735E+00  1.61567E+00  1.37892E+00  1.09093E+00  8.42539E-01
  4526.0498046875     2.64576E+00  2.57600E+00  2.25971E+00  1.91090E+00  1.57143E+00  1.32729E+00  1.03289E+00  7.78766E-01
  4527.0898437500     2.62330E+00  2.54935E+00  2.22680E+00  1.87600E+00  1.52959E+00  1.28406E+00  9.85739E-01  7.23557E-01
  4528.1298828125     2.58875E+00  2.52005E+00  2.19088E+00  1.84177E+00  1.49259E+00  1.25135E+00  9.58012E-01  6.94759E-01
  4529.1699218750     2.57448E+00  2.51297E+00  2.18398E+00  1.83601E+00  1.48502E+00  1.24647E+00  9.59483E-01  7.01972E-01
  4530.2202148438     2.60168E+00  2.53769E+00  2.21911E+00  1.87087E+00  1.51612E+00  1.27548E+00  9.87520E-01  7.32190E-01
  4531.2597656250     2.63805E+00  2.56784E+00  2.26288E+00  1.91841E+00  1.55920E+00  1.31767E+00  1.02682E+00  7.67735E-01
  4532.2998046875     2.63057E+00  2.56157E+00  2.26201E+00  1.92901E+00  1.57788E+00  1.34499E+00  1.06123E+00  8.02844E-01
  4533.3500976562     2.56235E+00  2.50004E+00  2.18839E+00  1.86286E+00  1.52224E+00  1.29998E+00  1.02938E+00  7.81484E-01
  4534.3901367188     2.53402E+00  2.47637E+00  2.15562E+00  1.82545E+00  1.47685E+00  1.25032E+00  9.78583E-01  7.32388E-01
  4535.4399414062     2.59052E+00  2.52969E+00  2.22111E+00  1.88607E+00  1.51933E+00  1.27902E+00  9.88198E-01  7.30937E-01
  4536.4799804688     2.67777E+00  2.61974E+00  2.33409E+00  2.00631E+00  1.63496E+00  1.39002E+00  1.08589E+00  8.19682E-01
  4537.5297851562     2.72931E+00  2.67696E+00  2.40667E+00  2.09143E+00  1.73470E+00  1.49219E+00  1.18723E+00  9.20682E-01
  4538.5698242188     2.71768E+00  2.65696E+00  2.38950E+00  2.07507E+00  1.73916E+00  1.49492E+00  1.19186E+00  9.30154E-01
  4539.6201171875     2.66644E+00  2.59736E+00  2.32403E+00  2.00141E+00  1.67892E+00  1.43227E+00  1.13273E+00  8.76908E-01
  4540.6601562500     2.62773E+00  2.56597E+00  2.28528E+00  1.96082E+00  1.63493E+00  1.38904E+00  1.09338E+00  8.41658E-01
  4541.7099609375     2.63244E+00  2.58406E+00  2.29918E+00  1.97846E+00  1.64142E+00  1.39881E+00  1.10512E+00  8.54471E-01
  4542.7500000000     2.66373E+00  2.62392E+00  2.33926E+00  2.02076E+00  1.67772E+00  1.43851E+00  1.14321E+00  8.91149E-01
  4543.7998046875     2.66239E+00  2.62606E+00  2.34009E+00  2.01753E+00  1.67637E+00  1.43616E+00  1.13926E+00  8.88009E-01
  4544.8500976562     2.63639E+00  2.59631E+00  2.30937E+00  1.98090E+00  1.63862E+00  1.39374E+00  1.09698E+00  8.46563E-01
  4545.8901367188     2.64682E+00  2.59406E+00  2.30917E+00  1.98134E+00  1.63231E+00  1.38746E+00  1.09091E+00  8.37975E-01
  4546.9399414062     2.65325E+00  2.59229E+00  2.30775E+00  1.98675E+00  1.63789E+00  1.40021E+00  1.10702E+00  8.54621E-01
  4547.9902343750     2.58429E+00  2.52045E+00  2.23003E+00  1.92138E+00  1.59048E+00  1.36618E+00  1.08844E+00  8.46933E-01
  4549.0297851562     2.49104E+00  2.41840E+00  2.11529E+00  1.81592E+00  1.50766E+00  1.29544E+00  1.04081E+00  8.19165E-01
  4550.0800781250     2.50240E+00  2.42449E+00  2.11737E+00  1.81142E+00  1.50256E+00  1.29031E+00  1.04180E+00  8.26002E-01
  4551.1298828125     2.58326E+00  2.52995E+00  2.23627E+00  1.91595E+00  1.58555E+00  1.36104E+00  1.09518E+00  8.63037E-01
  4552.1801757812     2.58911E+00  2.57686E+00  2.29054E+00  1.96585E+00  1.62017E+00  1.38321E+00  1.10162E+00  8.58493E-01
  4553.2202148438     2.54118E+00  2.53289E+00  2.23231E+00  1.91040E+00  1.57540E+00  1.34460E+00  1.06964E+00  8.32727E-01
  4554.2700195312     2.49656E+00  2.47330E+00  2.15784E+00  1.83843E+00  1.52251E+00  1.30486E+00  1.04219E+00  8.14432E-01
  4555.3198242188     2.48966E+00  2.45675E+00  2.14194E+00  1.82566E+00  1.51484E+00  1.30416E+00  1.04634E+00  8.20375E-01
  4556.3701171875     2.54317E+00  2.50197E+00  2.20511E+00  1.89227E+00  1.57649E+00  1.36544E+00  1.10158E+00  8.69249E-01
  4557.4199218750     2.59920E+00  2.54578E+00  2.26873E+00  1.96251E+00  1.65332E+00  1.44000E+00  1.16825E+00  9.30870E-01
  4558.4702148438     2.60875E+00  2.55663E+00  2.28425E+00  1.98478E+00  1.68186E+00  1.46706E+00  1.19499E+00  9.60982E-01
  4559.5200195312     2.62824E+00  2.58682E+00  2.31610E+00  2.01362E+00  1.69555E+00  1.47251E+00  1.19411E+00  9.56441E-01
  4560.5698242188     2.65825E+00  2.62393E+00  2.35920E+00  2.05215E+00  1.71765E+00  1.48581E+00  1.19632E+00  9.50048E-01
  4561.6201171875     2.65961E+00  2.62701E+00  2.36397E+00  2.05789E+00  1.72307E+00  1.49342E+00  1.20280E+00  9.54753E-01
  4562.6699218750     2.61234E+00  2.57677E+00  2.30508E+00  2.00164E+00  1.67892E+00  1.45625E+00  1.17465E+00  9.33404E-01
  4563.7202148438     2.55316E+00  2.50753E+00  2.22435E+00  1.91799E+00  1.59980E+00  1.37698E+00  1.10516E+00  8.72541E-01
  4564.7700195312     2.55268E+00  2.49108E+00  2.20583E+00  1.89061E+00  1.56263E+00  1.33040E+00  1.05728E+00  8.24570E-01
  4565.8198242188     2.59658E+00  2.53827E+00  2.25881E+00  1.94214E+00  1.60494E+00  1.36760E+00  1.08669E+00  8.48422E-01
  4566.8701171875     2.63720E+00  2.60300E+00  2.33092E+00  2.02193E+00  1.67889E+00  1.44504E+00  1.15967E+00  9.18122E-01
  4567.9301757812     2.65855E+00  2.63808E+00  2.37408E+00  2.07184E+00  1.72705E+00  1.49637E+00  1.20856E+00  9.64689E-01
  4568.9799804688     2.66700E+00  2.63170E+00  2.37384E+00  2.07284E+00  1.73209E+00  1.50028E+00  1.20947E+00  9.60620E-01
  4570.0297851562     2.64449E+00  2.59026E+00  2.33053E+00  2.02871E+00  1.69998E+00  1.46944E+00  1.17776E+00  9.24868E-01
  4571.0800781250     2.56687E+00  2.50730E+00  2.23272E+00  1.92921E+00  1.61335E+00  1.38737E+00  1.10708E+00  8.62345E-01
  4572.1401367188     2.55399E+00  2.49728E+00  2.21730E+00  1.91404E+00  1.59750E+00  1.37542E+00  1.10617E+00  8.70119E-01
  4573.1899414062     2.61346E+00  2.56502E+00  2.29540E+00  1.99448E+00  1.67139E+00  1.44866E+00  1.17448E+00  9.34993E-01
  4574.2402343750     2.63656E+00  2.60072E+00  2.34130E+00  2.04273E+00  1.71469E+00  1.48556E+00  1.20125E+00  9.56568E-01
